Site ID,Date/Time,Target 1 Result,Target 1 Concentration,Target 1,Target 1 Units,Target 1 Detection Limit,Sample ID
UK_SC_Site36,2021/5/21,absence,0,N1,gc/L,1316,UK_SC_Site36_S26
UK_SC_Site36,2021/5/24,absence,0,N1,gc/L,1316,UK_SC_Site36_S27
UK_SC_Site36,2021/6/1,presence,658,N1,gc/L,1316,UK_SC_Site36_S28
UK_SC_Site36,2021/6/2,presence,658,N1,gc/L,1316,UK_SC_Site36_S29
UK_SC_Site36,2021/6/7,presence,658,N1,gc/L,1316,UK_SC_Site36_S30
UK_SC_Site36,2021/6/11,absence,0,N1,gc/L,1316,UK_SC_Site36_S31
UK_SC_Site36,2021/6/14,presence,4334.224759,N1,gc/L,1316,UK_SC_Site36_S32
UK_SC_Site36,2021/6/15,presence,9568.49785,N1,gc/L,1316,UK_SC_Site36_S33
UK_SC_Site36,2021/6/21,absence,0,N1,gc/L,1316,UK_SC_Site36_S34
UK_SC_Site36,2021/6/23,presence,658,N1,gc/L,1316,UK_SC_Site36_S35
UK_SC_Site36,2021/6/30,presence,34352.27036,N1,gc/L,1316,UK_SC_Site36_S36
UK_SC_Site36,2021/7/1,presence,26566.24068,N1,gc/L,1316,UK_SC_Site36_S37
UK_SC_Site36,2021/7/5,presence,8231.233916,N1,gc/L,1316,UK_SC_Site36_S38
UK_SC_Site36,2021/7/6,presence,18694.55965,N1,gc/L,1316,UK_SC_Site36_S39
UK_SC_Site36,2021/7/13,presence,18806.09657,N1,gc/L,1316,UK_SC_Site36_S40
UK_SC_Site36,2021/7/20,presence,18946.14384,N1,gc/L,1316,UK_SC_Site36_S41
UK_SC_Site36,2021/7/21,presence,30803.79683,N1,gc/L,1316,UK_SC_Site36_S42
UK_SC_Site36,2021/7/26,presence,8660.594527,N1,gc/L,1316,UK_SC_Site36_S43
UK_SC_Site36,2021/7/30,presence,658,N1,gc/L,1316,UK_SC_Site36_S44
UK_SC_Site36,2021/8/18,presence,102886.4036,N1,gc/L,1316,UK_SC_Site36_S45
UK_SC_Site36,2021/8/23,presence,11605.75183,N1,gc/L,1316,UK_SC_Site36_S46
UK_SC_Site36,2021/8/30,presence,68224.13801,N1,gc/L,1316,UK_SC_Site36_S47
UK_SC_Site36,2021/9/3,presence,12872.96927,N1,gc/L,1316,UK_SC_Site36_S48
UK_SC_Site36,2021/9/6,presence,34054.46425,N1,gc/L,1316,UK_SC_Site36_S49
UK_SC_Site36,2021/9/10,presence,8229.655768,N1,gc/L,1316,UK_SC_Site36_S50
UK_SC_Site36,2021/9/17,presence,65399.59752,N1,gc/L,1316,UK_SC_Site36_S51
UK_SC_Site36,2021/9/20,presence,30440.11009,N1,gc/L,1316,UK_SC_Site36_S52
UK_SC_Site36,2021/9/27,presence,10798.05861,N1,gc/L,1316,UK_SC_Site36_S53
UK_SC_Site36,2021/10/4,presence,45337.86969,N1,gc/L,1316,UK_SC_Site36_S54
UK_SC_Site36,2021/10/18,presence,19377.55254,N1,gc/L,1316,UK_SC_Site36_S55
UK_SC_Site36,2021/10/25,presence,63261.2062,N1,gc/L,1316,UK_SC_Site36_S56
UK_SC_Site36,2021/10/29,presence,91252.27887,N1,gc/L,1316,UK_SC_Site36_S57
UK_SC_Site36,2021/11/1,presence,146842.5289,N1,gc/L,1316,UK_SC_Site36_S58
UK_SC_Site36,2021/11/5,presence,8596.343239,N1,gc/L,1316,UK_SC_Site36_S59
UK_SC_Site36,2021/11/8,presence,155741.9214,N1,gc/L,1316,UK_SC_Site36_S60
UK_SC_Site36,2021/11/9,presence,124655.9132,N1,gc/L,1316,UK_SC_Site36_S61
UK_SC_Site36,2021/11/15,presence,15229.83825,N1,gc/L,1316,UK_SC_Site36_S62
UK_SC_Site36,2021/11/17,presence,59930.26955,N1,gc/L,1316,UK_SC_Site36_S63
UK_SC_Site36,2021/11/22,presence,45983.71666,N1,gc/L,1316,UK_SC_Site36_S64
UK_SC_Site36,2021/11/24,presence,59850.5348,N1,gc/L,1316,UK_SC_Site36_S65
UK_SC_Site36,2021/12/8,presence,181257.49,N1,gc/L,1316,UK_SC_Site36_S66
UK_SC_Site36,2021/12/13,presence,83182.73058,N1,gc/L,1316,UK_SC_Site36_S67
UK_SC_Site36,2021/12/14,presence,36564.05397,N1,gc/L,1316,UK_SC_Site36_S68
UK_SC_Site36,2022/1/10,presence,29558.42751,N1,gc/L,1316,UK_SC_Site36_S69
UK_SC_Site36,2022/1/19,presence,37587.30948,N1,gc/L,1316,UK_SC_Site36_S70
UK_SC_Site36,2022/1/24,presence,658,N1,gc/L,1316,UK_SC_Site36_S71
UK_SC_Site36,2022/2/1,presence,26862.23124,N1,gc/L,1316,UK_SC_Site36_S72
UK_SC_Site36,2022/2/7,presence,108078.7824,N1,gc/L,1316,UK_SC_Site36_S73
UK_SC_Site36,2022/2/17,presence,60225,N1,gc/L,1316,UK_SC_Site36_S74
UK_SC_Site36,2022/2/21,presence,23721.02671,N1,gc/L,1316,UK_SC_Site36_S75
UK_SC_Site36,2022/2/23,presence,133796.0979,N1,gc/L,1316,UK_SC_Site36_S76
UK_SC_Site36,2022/2/28,presence,77839.98807,N1,gc/L,1316,UK_SC_Site36_S77
UK_SC_Site36,2022/3/2,presence,61497.5,N1,gc/L,1316,UK_SC_Site36_S78
UK_SC_Site36,2022/3/7,presence,74698.38712,N1,gc/L,1316,UK_SC_Site36_S79
UK_SC_Site36,2022/3/9,presence,235922,N1,gc/L,1316,UK_SC_Site36_S80
UK_SC_Site36,2022/3/14,presence,225212.9234,N1,gc/L,1316,UK_SC_Site36_S81
UK_SC_Site36,2022/3/16,presence,209669,N1,gc/L,1316,UK_SC_Site36_S82
UK_SC_Site36,2022/3/21,presence,145753,N1,gc/L,1316,UK_SC_Site36_S83
UK_SC_Site36,2022/3/28,presence,416780.3118,N1,gc/L,1316,UK_SC_Site36_S84
UK_SC_Site36,2022/4/4,presence,179828.1625,N1,gc/L,1316,UK_SC_Site36_S85
UK_SC_Site36,2022/4/12,presence,1170680.5,N1,gc/L,1316,UK_SC_Site36_S86
UK_SC_Site36,2022/4/19,presence,204298.3976,N1,gc/L,1316,UK_SC_Site36_S87
UK_SC_Site36,2022/4/20,presence,120110.5186,N1,gc/L,1316,UK_SC_Site36_S88
UK_SC_Site36,2022/4/25,presence,443166.8272,N1,gc/L,1316,UK_SC_Site36_S89
UK_SC_Site36,2022/4/28,presence,726960.5,N1,gc/L,1316,UK_SC_Site36_S90
UK_SC_Site36,2022/5/13,presence,57177,N1,gc/L,1316,UK_SC_Site36_S91
UK_SC_Site36,2022/5/16,presence,67336,N1,gc/L,1316,UK_SC_Site36_S92
UK_SC_Site36,2022/5/24,presence,91686,N1,gc/L,1316,UK_SC_Site36_S93
UK_SC_Site36,2022/5/30,presence,96983.79259,N1,gc/L,1316,UK_SC_Site36_S94
UK_SC_Site36,2022/6/7,presence,26565,N1,gc/L,1316,UK_SC_Site36_S95
UK_SC_Site36,2022/6/13,presence,166599,N1,gc/L,1316,UK_SC_Site36_S96
UK_SC_Site36,2022/6/20,presence,335306.5,N1,gc/L,1316,UK_SC_Site36_S97
UK_SC_Site36,2022/6/27,presence,651669,N1,gc/L,1316,UK_SC_Site36_S98
UK_SC_Site36,2022/7/12,presence,129216.8075,N1,gc/L,1316,UK_SC_Site36_S99
UK_SC_Site36,2022/7/19,presence,158949,N1,gc/L,1316,UK_SC_Site36_S100
UK_SC_Site36,2022/7/26,presence,131322.5,N1,gc/L,1316,UK_SC_Site36_S101
UK_SC_Site36,2022/8/1,presence,26570,N1,gc/L,1316,UK_SC_Site36_S102
UK_SC_Site36,2022/8/8,presence,20580.6529,N1,gc/L,1316,UK_SC_Site36_S103
UK_SC_Site36,2022/8/15,presence,362001,N1,gc/L,1316,UK_SC_Site36_S104
UK_SC_Site36,2022/8/22,presence,24409,N1,gc/L,1316,UK_SC_Site36_S105
UK_SC_Site36,2022/8/29,presence,46723.96267,N1,gc/L,1316,UK_SC_Site36_S106
UK_SC_Site36,2022/9/6,presence,182107.5,N1,gc/L,1316,UK_SC_Site36_S107
UK_SC_Site36,2022/9/12,presence,18752.65083,N1,gc/L,1316,UK_SC_Site36_S108
UK_SC_Site36,2022/9/21,presence,82884.88284,N1,gc/L,1316,UK_SC_Site36_S109
UK_SC_Site36,2022/9/27,presence,66413.39661,N1,gc/L,1316,UK_SC_Site36_S110
UK_SC_Site36,2022/10/4,presence,549578,N1,gc/L,1316,UK_SC_Site36_S111
UK_SC_Site36,2022/10/10,presence,100104.238,N1,gc/L,1316,UK_SC_Site36_S112
UK_SC_Site36,2022/10/17,presence,132478.5,N1,gc/L,1316,UK_SC_Site36_S113
UK_SC_Site36,2022/10/24,presence,25800,N1,gc/L,1316,UK_SC_Site36_S114
UK_SC_Site36,2022/10/31,presence,52306,N1,gc/L,1316,UK_SC_Site36_S115
UK_SC_Site36,2022/11/10,presence,94933,N1,gc/L,1316,UK_SC_Site36_S116
UK_SC_Site36,2022/11/28,presence,14618.5,N1,gc/L,1316,UK_SC_Site36_S117
UK_SC_Site36,2022/12/5,presence,23120,N1,gc/L,1316,UK_SC_Site36_S118
UK_SC_Site36,2022/12/12,presence,6971,N1,gc/L,1316,UK_SC_Site36_S119
UK_SC_Site36,2022/12/19,presence,52069.5,N1,gc/L,1316,UK_SC_Site36_S120
UK_SC_Site36,2023/1/4,presence,7461.5,N1,gc/L,1316,UK_SC_Site36_S121
UK_SC_Site36,2023/1/13,presence,43530.5,N1,gc/L,1316,UK_SC_Site36_S122
UK_SC_Site36,2023/1/24,presence,28037,N1,gc/L,1316,UK_SC_Site36_S123
UK_SC_Site36,2023/1/31,presence,57893.5,N1,gc/L,1316,UK_SC_Site36_S124
UK_SC_Site36,2023/2/7,presence,47642.5,N1,gc/L,1316,UK_SC_Site36_S125
UK_SC_Site36,2023/2/13,presence,33669,N1,gc/L,1316,UK_SC_Site36_S126
UK_SC_Site36,2023/2/20,presence,40970.5,N1,gc/L,1316,UK_SC_Site36_S127
UK_SC_Site36,2023/2/27,presence,48208,N1,gc/L,1316,UK_SC_Site36_S128
UK_SC_Site39,2021/3/24,absence,0,N1,gc/L,1316,UK_SC_Site39_S1
UK_SC_Site39,2021/3/25,presence,2712.017397,N1,gc/L,1316,UK_SC_Site39_S2
UK_SC_Site39,2021/3/31,presence,658,N1,gc/L,1316,UK_SC_Site39_S3
UK_SC_Site39,2021/4/1,presence,4239.524851,N1,gc/L,1316,UK_SC_Site39_S4
UK_SC_Site39,2021/4/7,absence,0,N1,gc/L,1316,UK_SC_Site39_S5
UK_SC_Site39,2021/4/9,presence,658,N1,gc/L,1316,UK_SC_Site39_S6
UK_SC_Site39,2021/4/14,presence,658,N1,gc/L,1316,UK_SC_Site39_S7
UK_SC_Site39,2021/4/15,absence,0,N1,gc/L,1316,UK_SC_Site39_S8
UK_SC_Site39,2021/4/28,presence,658,N1,gc/L,1316,UK_SC_Site39_S9
UK_SC_Site39,2021/4/29,absence,0,N1,gc/L,1316,UK_SC_Site39_S10
UK_SC_Site39,2021/5/6,presence,8410.998573,N1,gc/L,1316,UK_SC_Site39_S11
UK_SC_Site39,2021/5/7,absence,0,N1,gc/L,1316,UK_SC_Site39_S12
UK_SC_Site39,2021/5/12,absence,0,N1,gc/L,1316,UK_SC_Site39_S13
UK_SC_Site39,2021/5/13,presence,17057.84295,N1,gc/L,1316,UK_SC_Site39_S14
UK_SC_Site39,2021/5/19,absence,0,N1,gc/L,1316,UK_SC_Site39_S15
UK_SC_Site39,2021/5/20,presence,1587.031203,N1,gc/L,1316,UK_SC_Site39_S16
UK_SC_Site39,2021/5/26,absence,0,N1,gc/L,1316,UK_SC_Site39_S17
UK_SC_Site39,2021/5/27,absence,0,N1,gc/L,1316,UK_SC_Site39_S18
UK_SC_Site39,2021/6/3,absence,0,N1,gc/L,1316,UK_SC_Site39_S19
UK_SC_Site39,2021/6/9,absence,0,N1,gc/L,1316,UK_SC_Site39_S20
UK_SC_Site39,2021/8/4,presence,77373.6656,N1,gc/L,1316,UK_SC_Site39_S21
UK_SC_Site39,2021/8/11,presence,658,N1,gc/L,1316,UK_SC_Site39_S22
UK_SC_Site39,2021/8/31,presence,313156.2058,N1,gc/L,1316,UK_SC_Site39_S23
UK_SC_Site39,2021/9/2,presence,128219.554,N1,gc/L,1316,UK_SC_Site39_S24
UK_SC_Site39,2021/9/8,presence,16306.61697,N1,gc/L,1316,UK_SC_Site39_S25
UK_SC_Site39,2021/9/9,presence,17780,N1,gc/L,1316,UK_SC_Site39_S26
UK_SC_Site39,2021/9/15,presence,33284.76899,N1,gc/L,1316,UK_SC_Site39_S27
UK_SC_Site39,2021/9/16,presence,90102.57723,N1,gc/L,1316,UK_SC_Site39_S28
UK_SC_Site39,2021/10/7,presence,100818.1227,N1,gc/L,1316,UK_SC_Site39_S29
UK_SC_Site39,2021/10/20,presence,38679.1033,N1,gc/L,1316,UK_SC_Site39_S30
UK_SC_Site39,2021/10/21,presence,33882.08923,N1,gc/L,1316,UK_SC_Site39_S31
UK_SC_Site39,2021/10/27,presence,351937.1298,N1,gc/L,1316,UK_SC_Site39_S32
UK_SC_Site39,2021/10/28,presence,131356.9423,N1,gc/L,1316,UK_SC_Site39_S33
UK_SC_Site39,2021/11/3,presence,46980.82836,N1,gc/L,1316,UK_SC_Site39_S34
UK_SC_Site39,2021/11/4,presence,67618.44326,N1,gc/L,1316,UK_SC_Site39_S35
UK_SC_Site39,2021/11/11,presence,93216.04648,N1,gc/L,1316,UK_SC_Site39_S36
UK_SC_Site39,2021/11/12,presence,98763,N1,gc/L,1316,UK_SC_Site39_S37
UK_SC_Site39,2021/11/16,presence,149479.5,N1,gc/L,1316,UK_SC_Site39_S38
UK_SC_Site39,2021/11/17,presence,95408.01212,N1,gc/L,1316,UK_SC_Site39_S39
UK_SC_Site39,2021/11/23,presence,22243.00512,N1,gc/L,1316,UK_SC_Site39_S40
UK_SC_Site39,2021/11/24,presence,19342.4602,N1,gc/L,1316,UK_SC_Site39_S41
UK_SC_Site39,2021/12/7,presence,23358.00726,N1,gc/L,1316,UK_SC_Site39_S42
UK_SC_Site39,2021/12/8,presence,25282.56257,N1,gc/L,1316,UK_SC_Site39_S43
UK_SC_Site39,2021/12/14,presence,37410.43954,N1,gc/L,1316,UK_SC_Site39_S44
UK_SC_Site39,2022/1/5,presence,180560.2788,N1,gc/L,1316,UK_SC_Site39_S45
UK_SC_Site39,2022/1/6,presence,76825.20012,N1,gc/L,1316,UK_SC_Site39_S46
UK_SC_Site39,2022/1/11,presence,46319.98806,N1,gc/L,1316,UK_SC_Site39_S47
UK_SC_Site39,2022/2/8,presence,85692.41045,N1,gc/L,1316,UK_SC_Site39_S48
UK_SC_Site39,2022/2/9,presence,43337.1206,N1,gc/L,1316,UK_SC_Site39_S49
UK_SC_Site39,2022/2/16,presence,290643.5,N1,gc/L,1316,UK_SC_Site39_S50
UK_SC_Site39,2022/2/22,presence,9274.025662,N1,gc/L,1316,UK_SC_Site39_S51
UK_SC_Site39,2022/2/23,presence,12633.05264,N1,gc/L,1316,UK_SC_Site39_S52
UK_SC_Site39,2022/3/2,presence,103793.5,N1,gc/L,1316,UK_SC_Site39_S53
UK_SC_Site39,2022/3/8,presence,73440.5,N1,gc/L,1316,UK_SC_Site39_S54
UK_SC_Site39,2022/3/9,presence,97073.5,N1,gc/L,1316,UK_SC_Site39_S55
UK_SC_Site39,2022/3/15,presence,64060.51355,N1,gc/L,1316,UK_SC_Site39_S56
UK_SC_Site39,2022/3/16,presence,160721.5,N1,gc/L,1316,UK_SC_Site39_S57
UK_SC_Site39,2022/3/22,presence,167064.8988,N1,gc/L,1316,UK_SC_Site39_S58
UK_SC_Site39,2022/3/23,presence,162221.2414,N1,gc/L,1316,UK_SC_Site39_S59
UK_SC_Site39,2022/3/29,presence,351748.6583,N1,gc/L,1316,UK_SC_Site39_S60
UK_SC_Site39,2022/4/5,presence,98584.67926,N1,gc/L,1316,UK_SC_Site39_S61
UK_SC_Site39,2022/4/13,presence,160805.2152,N1,gc/L,1316,UK_SC_Site39_S62
UK_SC_Site39,2022/4/20,presence,58770.86793,N1,gc/L,1316,UK_SC_Site39_S63
UK_SC_Site39,2022/4/26,presence,118698.5,N1,gc/L,1316,UK_SC_Site39_S64
UK_SC_Site39,2022/4/28,presence,266428,N1,gc/L,1316,UK_SC_Site39_S65
UK_SC_Site39,2022/5/10,presence,105698.5,N1,gc/L,1316,UK_SC_Site39_S66
UK_SC_Site39,2022/5/17,presence,37087.5,N1,gc/L,1316,UK_SC_Site39_S67
UK_SC_Site39,2022/5/25,presence,30783.82913,N1,gc/L,1316,UK_SC_Site39_S68
UK_SC_Site39,2022/6/8,presence,99914.7097,N1,gc/L,1316,UK_SC_Site39_S69
UK_SC_Site39,2022/6/14,presence,215247,N1,gc/L,1316,UK_SC_Site39_S70
UK_SC_Site39,2022/6/21,presence,184070,N1,gc/L,1316,UK_SC_Site39_S71
UK_SC_Site39,2022/6/28,presence,204132.5,N1,gc/L,1316,UK_SC_Site39_S72
UK_SC_Site39,2022/7/5,presence,95115.5,N1,gc/L,1316,UK_SC_Site39_S73
UK_SC_Site39,2022/7/13,presence,159552,N1,gc/L,1316,UK_SC_Site39_S74
UK_SC_Site39,2022/7/20,presence,91590.5,N1,gc/L,1316,UK_SC_Site39_S75
UK_SC_Site39,2022/8/2,presence,36533.65029,N1,gc/L,1316,UK_SC_Site39_S76
UK_SC_Site39,2022/8/9,presence,78467.0106,N1,gc/L,1316,UK_SC_Site39_S77
UK_SC_Site39,2022/8/16,presence,66217,N1,gc/L,1316,UK_SC_Site39_S78
UK_SC_Site39,2022/8/23,presence,66600,N1,gc/L,1316,UK_SC_Site39_S79
UK_SC_Site39,2022/8/30,presence,33385.57892,N1,gc/L,1316,UK_SC_Site39_S80
UK_SC_Site39,2022/9/6,presence,43605.5,N1,gc/L,1316,UK_SC_Site39_S81
UK_SC_Site39,2022/9/22,presence,178138.983,N1,gc/L,1316,UK_SC_Site39_S82
UK_SC_Site39,2022/10/11,presence,158205.1183,N1,gc/L,1316,UK_SC_Site39_S83
UK_SC_Site39,2022/10/18,presence,594851,N1,gc/L,1316,UK_SC_Site39_S84
UK_SC_Site39,2022/10/24,presence,78173.5,N1,gc/L,1316,UK_SC_Site39_S85
UK_SC_Site39,2022/10/31,presence,658,N1,gc/L,1316,UK_SC_Site39_S86
UK_SC_Site39,2022/11/7,presence,49054,N1,gc/L,1316,UK_SC_Site39_S87
UK_SC_Site39,2022/11/15,presence,658,N1,gc/L,1316,UK_SC_Site39_S88
UK_SC_Site39,2022/11/22,presence,658,N1,gc/L,1316,UK_SC_Site39_S89
UK_SC_Site39,2022/11/28,presence,19477,N1,gc/L,1316,UK_SC_Site39_S90
UK_SC_Site39,2022/12/6,presence,17626.5,N1,gc/L,1316,UK_SC_Site39_S91
UK_SC_Site39,2022/12/13,presence,129499,N1,gc/L,1316,UK_SC_Site39_S92
UK_SC_Site39,2022/12/20,presence,93834.5,N1,gc/L,1316,UK_SC_Site39_S93
UK_SC_Site39,2023/1/11,presence,13131,N1,gc/L,1316,UK_SC_Site39_S94
UK_SC_Site39,2023/1/17,presence,11947,N1,gc/L,1316,UK_SC_Site39_S95
UK_SC_Site39,2023/1/23,presence,36048,N1,gc/L,1316,UK_SC_Site39_S96
UK_SC_Site39,2023/1/31,presence,162496,N1,gc/L,1316,UK_SC_Site39_S97
UK_SC_Site39,2023/2/7,presence,658,N1,gc/L,1316,UK_SC_Site39_S98
UK_SC_Site39,2023/2/14,presence,19706.5,N1,gc/L,1316,UK_SC_Site39_S99
UK_SC_Site39,2023/2/21,presence,117951.5,N1,gc/L,1316,UK_SC_Site39_S100
UK_SC_Site39,2023/2/28,presence,43157.5,N1,gc/L,1316,UK_SC_Site39_S101
UK_SC_Site47,2020/6/3,absence,0,N1,gc/L,1316,UK_SC_Site47_S1
UK_SC_Site47,2020/6/30,absence,0,N1,gc/L,1316,UK_SC_Site47_S2
UK_SC_Site47,2020/8/18,absence,0,N1,gc/L,1316,UK_SC_Site47_S3
UK_SC_Site47,2020/8/25,absence,0,N1,gc/L,1316,UK_SC_Site47_S4
UK_SC_Site47,2020/9/1,absence,0,N1,gc/L,1316,UK_SC_Site47_S5
UK_SC_Site47,2020/9/8,absence,0,N1,gc/L,1316,UK_SC_Site47_S6
UK_SC_Site47,2020/9/15,absence,0,N1,gc/L,1316,UK_SC_Site47_S7
UK_SC_Site47,2020/9/25,presence,658,N1,gc/L,1316,UK_SC_Site47_S8
UK_SC_Site47,2020/10/6,presence,3991.339824,N1,gc/L,1316,UK_SC_Site47_S9
UK_SC_Site47,2020/10/13,presence,3927.220999,N1,gc/L,1316,UK_SC_Site47_S10
UK_SC_Site47,2020/10/21,presence,3431.014914,N1,gc/L,1316,UK_SC_Site47_S11
UK_SC_Site47,2020/10/27,presence,2272.747283,N1,gc/L,1316,UK_SC_Site47_S12
UK_SC_Site47,2020/11/3,presence,21302.74863,N1,gc/L,1316,UK_SC_Site47_S13
UK_SC_Site47,2020/11/10,presence,23879.14827,N1,gc/L,1316,UK_SC_Site47_S14
UK_SC_Site47,2020/11/18,presence,2620.687141,N1,gc/L,1316,UK_SC_Site47_S15
UK_SC_Site47,2020/11/24,presence,25862.17879,N1,gc/L,1316,UK_SC_Site47_S16
UK_SC_Site47,2020/12/1,presence,658,N1,gc/L,1316,UK_SC_Site47_S17
UK_SC_Site47,2020/12/8,absence,0,N1,gc/L,1316,UK_SC_Site47_S18
UK_SC_Site47,2020/12/15,presence,2213.568872,N1,gc/L,1316,UK_SC_Site47_S19
UK_SC_Site47,2021/1/6,presence,7024.636912,N1,gc/L,1316,UK_SC_Site47_S20
UK_SC_Site47,2021/1/12,presence,27588.67719,N1,gc/L,1316,UK_SC_Site47_S21
UK_SC_Site47,2021/1/19,presence,658,N1,gc/L,1316,UK_SC_Site47_S22
UK_SC_Site47,2021/1/26,presence,68542.10172,N1,gc/L,1316,UK_SC_Site47_S23
UK_SC_Site47,2021/2/5,presence,658,N1,gc/L,1316,UK_SC_Site47_S24
UK_SC_Site47,2021/2/16,presence,658,N1,gc/L,1316,UK_SC_Site47_S25
UK_SC_Site47,2021/2/26,absence,0,N1,gc/L,1316,UK_SC_Site47_S26
UK_SC_Site47,2021/3/2,presence,658,N1,gc/L,1316,UK_SC_Site47_S27
UK_SC_Site47,2021/3/9,presence,658,N1,gc/L,1316,UK_SC_Site47_S28
UK_SC_Site47,2021/3/16,presence,658,N1,gc/L,1316,UK_SC_Site47_S29
UK_SC_Site47,2021/3/24,presence,3766.138935,N1,gc/L,1316,UK_SC_Site47_S30
UK_SC_Site47,2021/3/31,presence,658,N1,gc/L,1316,UK_SC_Site47_S31
UK_SC_Site47,2021/4/14,presence,658,N1,gc/L,1316,UK_SC_Site47_S32
UK_SC_Site47,2021/4/28,presence,658,N1,gc/L,1316,UK_SC_Site47_S33
UK_SC_Site47,2021/5/5,absence,0,N1,gc/L,1316,UK_SC_Site47_S34
UK_SC_Site47,2021/5/12,absence,0,N1,gc/L,1316,UK_SC_Site47_S35
UK_SC_Site47,2021/5/19,presence,658,N1,gc/L,1316,UK_SC_Site47_S36
UK_SC_Site47,2021/5/26,presence,658,N1,gc/L,1316,UK_SC_Site47_S37
UK_SC_Site47,2021/6/3,absence,0,N1,gc/L,1316,UK_SC_Site47_S38
UK_SC_Site47,2021/6/9,presence,2435.997588,N1,gc/L,1316,UK_SC_Site47_S39
UK_SC_Site47,2021/6/17,presence,8765.699966,N1,gc/L,1316,UK_SC_Site47_S40
UK_SC_Site47,2021/6/23,presence,55898.84763,N1,gc/L,1316,UK_SC_Site47_S41
UK_SC_Site47,2021/6/30,presence,3505.358635,N1,gc/L,1316,UK_SC_Site47_S42
UK_SC_Site47,2021/7/7,presence,24645.15978,N1,gc/L,1316,UK_SC_Site47_S43
UK_SC_Site47,2021/7/21,presence,38377.76344,N1,gc/L,1316,UK_SC_Site47_S44
UK_SC_Site47,2021/7/28,presence,23892.19986,N1,gc/L,1316,UK_SC_Site47_S45
UK_SC_Site47,2021/8/4,presence,22846.90329,N1,gc/L,1316,UK_SC_Site47_S46
UK_SC_Site47,2021/8/11,presence,46982,N1,gc/L,1316,UK_SC_Site47_S47
UK_SC_Site47,2021/8/20,presence,312430.6716,N1,gc/L,1316,UK_SC_Site47_S48
UK_SC_Site47,2021/8/25,presence,425367.2645,N1,gc/L,1316,UK_SC_Site47_S49
UK_SC_Site47,2021/9/2,presence,197061.7762,N1,gc/L,1316,UK_SC_Site47_S50
UK_SC_Site47,2021/9/8,presence,94555.01532,N1,gc/L,1316,UK_SC_Site47_S51
UK_SC_Site47,2021/9/15,presence,29333.08808,N1,gc/L,1316,UK_SC_Site47_S52
UK_SC_Site47,2021/9/22,presence,66468.89897,N1,gc/L,1316,UK_SC_Site47_S53
UK_SC_Site47,2021/9/29,presence,31000.18752,N1,gc/L,1316,UK_SC_Site47_S54
UK_SC_Site47,2021/10/7,presence,24597.81667,N1,gc/L,1316,UK_SC_Site47_S55
UK_SC_Site47,2021/10/12,presence,70946.50556,N1,gc/L,1316,UK_SC_Site47_S56
UK_SC_Site47,2021/10/13,presence,8320.735242,N1,gc/L,1316,UK_SC_Site47_S57
UK_SC_Site47,2021/10/20,presence,72844.80288,N1,gc/L,1316,UK_SC_Site47_S58
UK_SC_Site47,2021/10/28,presence,216518.011,N1,gc/L,1316,UK_SC_Site47_S59
UK_SC_Site47,2021/11/3,presence,17465.68158,N1,gc/L,1316,UK_SC_Site47_S60
UK_SC_Site47,2021/11/4,presence,74842.30576,N1,gc/L,1316,UK_SC_Site47_S61
UK_SC_Site47,2021/11/11,presence,33999.09639,N1,gc/L,1316,UK_SC_Site47_S62
UK_SC_Site47,2021/11/12,presence,47804.5,N1,gc/L,1316,UK_SC_Site47_S63
UK_SC_Site47,2021/11/19,presence,189813.3696,N1,gc/L,1316,UK_SC_Site47_S64
UK_SC_Site47,2021/11/25,presence,505333.5635,N1,gc/L,1316,UK_SC_Site47_S65
UK_SC_Site47,2021/12/8,presence,19198.65896,N1,gc/L,1316,UK_SC_Site47_S66
UK_SC_Site47,2021/12/10,presence,7024.642038,N1,gc/L,1316,UK_SC_Site47_S67
UK_SC_Site47,2021/12/14,presence,48292.88455,N1,gc/L,1316,UK_SC_Site47_S68
UK_SC_Site47,2021/12/17,presence,88416.70531,N1,gc/L,1316,UK_SC_Site47_S69
UK_SC_Site47,2021/12/20,presence,37400.66144,N1,gc/L,1316,UK_SC_Site47_S70
UK_SC_Site47,2021/12/29,presence,274020.4307,N1,gc/L,1316,UK_SC_Site47_S71
UK_SC_Site47,2022/1/4,presence,82476.66274,N1,gc/L,1316,UK_SC_Site47_S72
UK_SC_Site47,2022/1/7,presence,15564.75826,N1,gc/L,1316,UK_SC_Site47_S73
UK_SC_Site47,2022/1/11,presence,12582.85387,N1,gc/L,1316,UK_SC_Site47_S74
UK_SC_Site47,2022/1/14,presence,74876.9709,N1,gc/L,1316,UK_SC_Site47_S75
UK_SC_Site47,2022/1/18,presence,30562.17428,N1,gc/L,1316,UK_SC_Site47_S76
UK_SC_Site47,2022/1/21,presence,69992.2418,N1,gc/L,1316,UK_SC_Site47_S77
UK_SC_Site47,2022/1/28,presence,57757.07669,N1,gc/L,1316,UK_SC_Site47_S78
UK_SC_Site47,2022/2/1,presence,42453.40151,N1,gc/L,1316,UK_SC_Site47_S79
UK_SC_Site47,2022/2/4,presence,148593.8536,N1,gc/L,1316,UK_SC_Site47_S80
UK_SC_Site47,2022/2/8,presence,161610.8911,N1,gc/L,1316,UK_SC_Site47_S81
UK_SC_Site47,2022/2/11,presence,131868.8623,N1,gc/L,1316,UK_SC_Site47_S82
